final_dept_e,DPTSIZE_e,theme_en,theme_fr,question_name,question_value,total_respondants,total_w_resp,shr_w_resp
Natural Resources Canada,"Large (>= 2, 000)","Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",ALL_05C_e,Somewhat disagree,1562,3524.2677,0.1449595614
Natural Resources Canada,"Large (>= 2, 000)","Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",ALL_05C_e,Neither agree nor disagree,1562,3524.2677,0.2312161474
Natural Resources Canada,"Large (>= 2, 000)","Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",ALL_05C_e,Somewhat agree,1562,3524.2677,0.3445762647
Natural Resources Canada,"Large (>= 2, 000)","Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",ALL_05C_e,Strongly agree,1562,3524.2677,0.1532306981
Natural Resources Canada,"Large (>= 2, 000)","Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",ALL_05D_e,Strongly disagree,1603,3613.7117,0.0907876243
Natural Resources Canada,"Large (>= 2, 000)","Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",ALL_05D_e,Somewhat disagree,1603,3613.7117,0.1370373569
Natural Resources Canada,"Large (>= 2, 000)","Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",ALL_05D_e,Neither agree nor disagree,1603,3613.7117,0.2003064329
Natural Resources Canada,"Large (>= 2, 000)","Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",ALL_05D_e,Somewhat agree,1603,3613.7117,0.3617250374
Natural Resources Canada,"Large (>= 2, 000)","Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",ALL_05D_e,Strongly agree,1603,3613.7117,0.2101435485
Natural Resources Canada,"Large (>= 2, 000)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_15A_e,Not at all,1666,3756.4249,0.0297053723
Natural Resources Canada,"Large (>= 2, 000)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_15A_e,To a minimal extent,1666,3756.4249,0.1671797565
Natural Resources Canada,"Large (>= 2, 000)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_15A_e,To a moderate extent,1666,3756.4249,0.4535160812
Natural Resources Canada,"Large (>= 2, 000)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_15A_e,To a great extent,1666,3756.4249,0.3495987901
Natural Resources Canada,"Large (>= 2, 000)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_15B_e,Not at all,1666,3757.397,0.0093797115
Natural Resources Canada,"Large (>= 2, 000)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_15B_e,To a minimal extent,1666,3757.397,0.0543263594
Natural Resources Canada,"Large (>= 2, 000)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_15B_e,To a moderate extent,1666,3757.397,0.2312782493
Natural Resources Canada,"Large (>= 2, 000)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_15B_e,To a great extent,1666,3757.397,0.7050156797
Natural Resources Canada,"Large (>= 2, 000)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_15C_e,Not at all,1623,3660.9355,0.0923433368
Natural Resources Canada,"Large (>= 2, 000)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_15C_e,To a minimal extent,1623,3660.9355,0.2594113171
Natural Resources Canada,"Large (>= 2, 000)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_15C_e,To a moderate extent,1623,3660.9355,0.3899642045
Natural Resources Canada,"Large (>= 2, 000)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_15C_e,To a great extent,1623,3660.9355,0.2582811415
Natural Resources Canada,"Large (>= 2, 000)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_15D_e,Not at all,1623,3661.07,0.0759620275
Natural Resources Canada,"Large (>= 2, 000)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_15D_e,To a minimal extent,1623,3661.07,0.2457310568
Natural Resources Canada,"Large (>= 2, 000)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_15D_e,To a moderate extent,1623,3661.07,0.3722345653
Natural Resources Canada,"Large (>= 2, 000)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_15D_e,To a great extent,1623,3661.07,0.3060723504
Natural Resources Canada,"Large (>= 2, 000)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_15E_e,Not at all,525,1192.4085,0.0439644635
Natural Resources Canada,"Large (>= 2, 000)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_15E_e,To a minimal extent,525,1192.4085,0.2002282775
Natural Resources Canada,"Large (>= 2, 000)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_15E_e,To a moderate extent,525,1192.4085,0.4227220789
Natural Resources Canada,"Large (>= 2, 000)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_15E_e,To a great extent,525,1192.4085,0.3330851801
Natural Resources Canada,"Large (>= 2, 000)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_20A_e,Not at all,1657,3738.4245,0.009832404
Natural Resources Canada,"Large (>= 2, 000)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_20A_e,To a minimal extent,1657,3738.4245,0.0389789335
Natural Resources Canada,"Large (>= 2, 000)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_20A_e,To a moderate extent,1657,3738.4245,0.1634491482
Natural Resources Canada,"Large (>= 2, 000)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_20A_e,To a great extent,1657,3738.4245,0.7877395143
Natural Resources Canada,"Large (>= 2, 000)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_20B_e,Not at all,1639,3697.1778,0.0066658412
Natural Resources Canada,"Large (>= 2, 000)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_20B_e,To a minimal extent,1639,3697.1778,0.0252516933
Natural Resources Canada,"Large (>= 2, 000)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_20B_e,To a moderate extent,1639,3697.1778,0.1294033519
Natural Resources Canada,"Large (>= 2, 000)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_20B_e,To a great extent,1639,3697.1778,0.8386791136
Natural Resources Canada,"Large (>= 2, 000)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_20C_e,Not at all,1526,3446.2332,0.0064882725
Natural Resources Canada,"Large (>= 2, 000)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_20C_e,To a minimal extent,1526,3446.2332,0.0338010788
Natural Resources Canada,"Large (>= 2, 000)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_20C_e,To a moderate extent,1526,3446.2332,0.1628848854
Natural Resources Canada,"Large (>= 2, 000)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_20C_e,To a great extent,1526,3446.2332,0.7968257633
Natural Resources Canada,"Large (>= 2, 000)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_20D_e,Not at all,1521,3431.7244,0.0226193863
Natural Resources Canada,"Large (>= 2, 000)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_20D_e,To a minimal extent,1521,3431.7244,0.0924454481
Natural Resources Canada,"Large (>= 2, 000)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_20D_e,To a moderate extent,1521,3431.7244,0.3378659428
Natural Resources Canada,"Large (>= 2, 000)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_20D_e,To a great extent,1521,3431.7244,0.5470692227
Natural Resources Canada,"Large (>= 2, 000)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_25_e,Yes,1686,3803.2968,0.0279310308
Natural Resources Canada,"Large (>= 2, 000)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_25_e,No,1686,3803.2968,0.9720689692
Natural Resources Canada,"Large (>= 2, 000)",Employees' number of years of experience,Nombre d'années d'expérience des employés,ALL_45_e,Less than 6 months,1686,3802.9401,0.0584666585
Natural Resources Canada,"Large (>= 2, 000)",Employees' number of years of experience,Nombre d'années d'expérience des employés,ALL_45_e,6 months to less than 1 year,1686,3802.9401,0.1142955683
Natural Resources Canada,"Large (>= 2, 000)",Employees' number of years of experience,Nombre d'années d'expérience des employés,ALL_45_e,1 year to less than 3 years,1686,3802.9401,0.217857231
Natural Resources Canada,"Large (>= 2, 000)",Employees' number of years of experience,Nombre d'années d'expérience des employés,ALL_45_e,3 years to less than 5 years,1686,3802.9401,0.1095080619
Natural Resources Canada,"Large (>= 2, 000)",Employees' number of years of experience,Nombre d'années d'expérience des employés,ALL_45_e,5 or more years,1686,3802.9401,0.4998724802
Natural Resources Canada,"Large (>= 2, 000)",Employees' number of years of experience,Nombre d'années d'expérience des employés,ALL_50_e,Less than a year,1681,3790.9473,0.0835872079
Natural Resources Canada,"Large (>= 2, 000)",Employees' number of years of experience,Nombre d'années d'expérience des employés,ALL_50_e,1 year to less than 3 years,1681,3790.9473,0.1786214491
Natural Resources Canada,"Large (>= 2, 000)",Employees' number of years of experience,Nombre d'années d'expérience des employés,ALL_50_e,3 years to less than 5 years,1681,3790.9473,0.0851637531
Natural Resources Canada,"Large (>= 2, 000)",Employees' number of years of experience,Nombre d'années d'expérience des employés,ALL_50_e,5 years to less than 10 years,1681,3790.9473,0.1956776345
Natural Resources Canada,"Large (>= 2, 000)",Employees' number of years of experience,Nombre d'années d'expérience des employés,ALL_50_e,10 years or more,1681,3790.9473,0.4569499555
Natural Resources Canada,"Large (>= 2, 000)",Employees' number of years of experience,Nombre d'années d'expérience des employés,ALL_55_e,Less than a year,1685,3800.5092,0.0426129214
Natural Resources Canada,"Large (>= 2, 000)",Employees' number of years of experience,Nombre d'années d'expérience des employés,ALL_55_e,1 year to less than 3 years,1685,3800.5092,0.1122583784
Natural Resources Canada,"Large (>= 2, 000)",Employees' number of years of experience,Nombre d'années d'expérience des employés,ALL_55_e,3 years to less than 10 years,1685,3800.5092,0.2254139524
Natural Resources Canada,"Large (>= 2, 000)",Employees' number of years of experience,Nombre d'années d'expérience des employés,ALL_55_e,10 years to less than 20 years,1685,3800.5092,0.3656367152
Natural Resources Canada,"Large (>= 2, 000)",Employees' number of years of experience,Nombre d'années d'expérience des employés,ALL_55_e,20 years to less than 30 years,1685,3800.5092,0.1851103005
Natural Resources Canada,"Large (>= 2, 000)",Employees' number of years of experience,Nombre d'années d'expérience des employés,ALL_55_e,30 years or more,1685,3800.5092,0.068967732
Natural Resources Canada,"Large (>= 2, 000)",Employees' number of years of experience,Nombre d'années d'expérience des employés,MAN_05_e,Less than a year,533,1211.4682,0.1377266031
Natural Resources Canada,"Large (>= 2, 000)",Employees' number of years of experience,Nombre d'années d'expérience des employés,MAN_05_e,1 to less than 5 years,533,1211.4682,0.2841587588
Natural Resources Canada,"Large (>= 2, 000)",Employees' number of years of experience,Nombre d'années d'expérience des employés,MAN_05_e,5 to less than 10 years,533,1211.4682,0.2273334125
Natural Resources Canada,"Large (>= 2, 000)",Employees' number of years of experience,Nombre d'années d'expérience des employés,MAN_05_e,10 years or more,533,1211.4682,0.3507812256
Natural Resources Canada,"Large (>= 2, 000)",Perception of the New Direction in Staffing,Perception de la Nouvelle orientation en dotation,MAN_10A_e,Yes,533,1211.8055,0.154726563
Natural Resources Canada,"Large (>= 2, 000)",Perception of the New Direction in Staffing,Perception de la Nouvelle orientation en dotation,MAN_10A_e,No,533,1211.8055,0.845273437
Natural Resources Canada,"Large (>= 2, 000)",Perception of the New Direction in Staffing,Perception de la Nouvelle orientation en dotation,MAN_10B_e,Yes,77,184.964,0.9354777146
Natural Resources Canada,"Large (>= 2, 000)",Perception of the New Direction in Staffing,Perception de la Nouvelle orientation en dotation,MAN_10B_e,No,77,184.964,0.0645222854
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_15_e,Yes,534,1213.9996,0.5081232317
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_15_e,No,534,1213.9996,0.4918767683
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_20A_e,0,180,407.3423,0.2133947297
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_20A_e,1,180,407.3423,0.4333208213
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_20A_e,2 to 4,180,407.3423,0.2980611147
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_20A_e,5 or more,180,407.3423,0.0552233343
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_20B_e,0,217,494.121,0.134918775
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_20B_e,1,217,494.121,0.4014830376
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_20B_e,2 to 4,217,494.121,0.4056461879
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_20B_e,5 or more,217,494.121,0.0579519996
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_20C_e,0,132,305.3944,0.4800814946
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_20C_e,1,132,305.3944,0.2582748734
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_20C_e,2 to 4,132,305.3944,0.2214303864
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_20C_e,5 or more,132,305.3944,0.0402132456
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_25A_e,Yes,271,616.8614,0.6591898926
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_25A_e,No,271,616.8614,0.3408101074
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_25B_e,Yes,271,616.8614,0.6088630282
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_25B_e,No,271,616.8614,0.3911369718
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_25C_e,Yes,271,616.8614,0.0737674622
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_25C_e,No,271,616.8614,0.9262325378
Natural Resources Canada,"Large (>= 2, 000)",Consideration of priority entitlements,Prise en considération des droits de priorité,MAN_35A_e,Yes,271,616.8614,0.0280473053
Natural Resources Canada,"Large (>= 2, 000)",Consideration of priority entitlements,Prise en considération des droits de priorité,MAN_35A_e,No,271,616.8614,0.9719526947
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_40A_e,Yes,271,616.8614,0.4313630258
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_40A_e,No,271,616.8614,0.5686369742
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_40BA_e,Yes,118,266.0912,0.4836191501
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_40BA_e,No,118,266.0912,0.5163808499
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_40BB_e,Yes,118,266.0912,0.3600239316
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_40BB_e,No,118,266.0912,0.6399760684
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_40BC_e,Yes,118,266.0912,0.2699612013
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_40BC_e,No,118,266.0912,0.7300387987
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_40BD_e,Yes,118,266.0912,0.11313715
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_40BD_e,No,118,266.0912,0.88686285
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_40BE_e,Yes,118,266.0912,0.3544716999
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_40BE_e,No,118,266.0912,0.6455283001
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_40BF_e,Yes,118,266.0912,0.4042598928
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_40BF_e,No,118,266.0912,0.5957401072
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_40BG_e,Yes,118,266.0912,0.1231446211
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_40BG_e,No,118,266.0912,0.8768553789
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_45A_e,Yes,269,612.255,0.5923814424
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_45A_e,No,269,612.255,0.4076185576
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_45BA_e,Yes,155,355.9392,0.3766252776
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_45BA_e,No,155,355.9392,0.6233747224
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_45BB_e,Yes,155,355.9392,0.3934759082
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_45BB_e,No,155,355.9392,0.6065240918
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_45BC_e,Yes,155,355.9392,0.1939491351
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_45BC_e,No,155,355.9392,0.8060508649
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_45BD_e,Yes,155,355.9392,0.0262820167
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_45BD_e,No,155,355.9392,0.9737179833
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_45BE_e,Yes,155,355.9392,0.1326322024
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_45BE_e,No,155,355.9392,0.8673677976
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_45BF_e,Yes,155,355.9392,0.1875070237
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_45BF_e,No,155,355.9392,0.8124929763
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_45BG_e,Yes,155,355.9392,0.0060204102
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_45BG_e,No,155,355.9392,0.9939795898
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_45BH_e,Yes,155,355.9392,0.0781417163
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_45BH_e,No,155,355.9392,0.9218582837
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_45BI_e,Yes,155,355.9392,0.0482599275
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_45BI_e,No,155,355.9392,0.9517400725
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_50A_e,Yes,225,513.4237,0.1577622926
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_50A_e,No,225,513.4237,0.8422377074
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_50B_e,Yes,245,558.842,0.6158975167
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_50B_e,No,245,558.842,0.3841024833
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_50C_e,Yes,232,526.9311,0.320387618
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_50C_e,No,232,526.9311,0.679612382
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_50D_e,Yes,227,516.5743,0.3743132401
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_50D_e,No,227,516.5743,0.6256867599
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_50E_e,Yes,215,488.1395,0.1291341922
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_50E_e,No,215,488.1395,0.8708658078
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_50F_e,Yes,263,598.2399,0.9221543063
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_50F_e,No,263,598.2399,0.0778456937
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_50G_e,Yes,253,577.066,0.8211135295
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_50G_e,No,253,577.066,0.1788864705
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_50H_e,Yes,264,601.3153,0.8959552501
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_50H_e,No,264,601.3153,0.1040447499
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_50I_e,Yes,216,491.7354,0.2149245306
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_50I_e,No,216,491.7354,0.7850754694
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_50J_e,Yes,179,407.9137,0.1848721923
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_50J_e,No,179,407.9137,0.8151278077
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_55A_e,None,257,586.4035,0.0938398219
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_55A_e,Some,257,586.4035,0.2402833544
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_55A_e,All,257,586.4035,0.6658768237
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_55B_e,None,188,428.3835,0.8914271908
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_55B_e,Some,188,428.3835,0.0987729453
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_55B_e,All,188,428.3835,0.0097998639
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_55C_e,None,185,422.0413,0.9835392887
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_55C_e,Some,185,422.0413,0.0164607113
Natural Resources Canada,"Large (>= 2, 000)","Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",MAN_60A_e,Strongly disagree,253,577.7031,0.0247952625
Natural Resources Canada,"Large (>= 2, 000)","Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",MAN_60A_e,Somewhat disagree,253,577.7031,0.0187246702
Natural Resources Canada,"Large (>= 2, 000)","Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",MAN_60A_e,Neither agree nor disagree,253,577.7031,0.0240943834
